"DRXFDCD","DRXFCSD","DRXFCLD",
"75603020.0","CELERY SOUP, CREAM OF, PREPARED WITH WATER, HOME RECIPE, CAN","Celery soup, cream of, prepared with water, home recipe, canned or ready-to-serve",
"75604010.0","CORN SOUP, CREAM OF, W/ MILK","Corn soup, cream of, prepared with milk",
"75604020.0","CORN SOUP, CREAM OF, PREPARED W/ WATER","Corn soup, cream of, prepared with water",
"75604600.0","GAZPACHO","Gazpacho",
"75605010.0","LEEK SOUP, CREAM OF, PREP W/ MILK","Leek soup, cream of, prepared with milk",
"75607000.0","MUSHROOM SOUP, NFS","Mushroom soup, NFS",
"75607010.0","MUSHROOM SOUP, CREAM OF, PREP W/ MILK","Mushroom soup, cream of, prepared with milk",
"75607020.0","MUSHROOM SOUP, CREAM OF, PREPARED W/ WATER","Mushroom soup, cream of, prepared with water",
"75607040.0","MUSHROOM SOUP, W/ MEAT BROTH, PREPARED W/ WATER","Mushroom soup, with meat broth, prepared with water",
"75607050.0","MUSHROOM SOUP, CM OF, LOW SOD, PREP W/ WATER","Mushroom soup, cream of, low sodium, prepared with water",
"75607060.0","MUSHROOM SOUP, CREAM OF, NS AS TO W/ MILK OR WATER","Mushroom soup, cream of, NS as to made with milk or water",
"75607080.0","MUSHROOM W/ CHICKEN SOUP, CREAM OF, PREP W/ MILK","Mushroom with chicken soup, cream of, prepared with milk",
"75607090.0","MUSHROOM SOUP, CREAM OF, CAN, RED. SOD., NS  W/ MILK/WATER","Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water",
"75607100.0","MUSHROOM SOUP, CREAM OF, CAN, RED. SODIUM, PREP W/ MILK","Mushroom soup, cream of, canned, reduced sodium, prepared with milk",
"75607140.0","MUSHROOM SOUP, CM OF, CAN, RED SOD, PREP W/ WATER","Mushroom soup, cream of, canned, reduced sodium, prepared with water",
"75608010.0","ONION SOUP, CREAM OF, PREP W/ MILK","Onion soup, cream of, prepared with milk",
"75608100.0","ONION SOUP, FRENCH","Onion soup, French",
"75608200.0","ONION SOUP, MADE FROM DRY MIX","Onion soup, made from dry mix",
"75609010.0","PEA SOUP, PREPARED WITH MILK","Pea soup, prepared with milk",
"75611010.0","VEGETABLE SOUP, CREAM OF, PREP W/ MILK","Vegetable soup, cream of, prepared with milk",
"75612010.0","ZUCCHINI SOUP, CREAM OF, PREP W/ MILK","Zucchini soup, cream of, prepared with milk",
"75646010.0","SHAV SOUP","Shav soup",
"75647000.0","SEAWEED SOUP","Seaweed soup",
"75649010.0","VEGETABLE SOUP, CANNED, PREPARED WITH WATER OR READY-TO-SERV","Vegetable soup, canned, prepared with water or ready-to-serve",
"75649040.0","VEGETABLE SOUP, REDUCED SODIUM, CANNED, READY TO SERVE","Vegetable soup, reduced sodium, canned, ready to serve",
"75649050.0","VEGETABLE SOUP, MADE FROM DRY MIX","Vegetable soup, made from dry mix",
"75649110.0","VEGETABLE SOUP, HOME RECIPE","Vegetable soup, home recipe",
"75649150.0","VEGETABLE NOODLE SOUP, HOME RECIPE","Vegetable noodle soup, home recipe",
"75650990.0","MINESTRONE SOUP, REDUCED SODIUM, CANNED OR READY-TO-SERVE","Minestrone soup, reduced sodium, canned or ready-to-serve",
"75651000.0","MINESTRONE SOUP, HOME RECIPE","Minestrone soup, home recipe",
"75651010.0","MINESTRONE SOUP, CANNED, PREPARED WITH WATER, OR READY-TO-SE","Minestrone soup, canned, prepared with water, or ready-to-serve",
"75651020.0","VEGETABLE BEEF SOUP, CANNED, PREPARED WITH WATER, OR READY-T","Vegetable beef soup, canned, prepared with water, or ready-to-serve",
"75651030.0","VEGETABLE BEEF NOODLE SOUP, PREPARED W/ WATER","Vegetable beef noodle soup, prepared with water",
"75651040.0","VEGETABLE NOODLE SOUP, CANNED, PREPARED WITH WATER, OR READY","Vegetable noodle soup, canned, prepared with water, or ready-to-serve",
"75651070.0","VEGETABLE RICE SOUP, CANNED, PREPARED WITH WATER OR READY-TO","Vegetable rice soup, canned, prepared with water or ready-to-serve",
"75651080.0","VEGETABLE BEEF SOUP WITH RICE, CANNED, PREPARED WITH WATER O","Vegetable beef soup with rice, canned, prepared with water or ready-to-serve",
"75651110.0","VEGETABLE CHICKEN RICE SOUP, CANNED, PREP W/WATER OR RTF","Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",
"75651140.0","VEGETABLE SOUP WITH CHICKEN BROTH, MEXICAN STYLE, HOME RECIP","Vegetable soup with chicken broth, Mexican style, home recipe (Sopa Ranchera)",
"75651150.0","VEGETABLE NOODLE SOUP, RED SODIUM, CAN, PREP W/ WATER/RTS","Vegetable noodle soup, reduced sodium, canned, prepared with water or ready-to-serve",
"75652010.0","VEGETABLE BEEF SOUP, HOME RECIPE","Vegetable beef soup, home recipe",
"75652030.0","VEGETABLE BEEF SOUP, CANNED, PREPARED WITH MILK","Vegetable beef soup, canned, prepared with milk",
"75652040.0","VEG BEEF SOUP W/ NOODLES, HOME RECIPE","Vegetable beef soup with noodles or pasta, home recipe",
"75652050.0","VEG BEEF SOUP W/ RICE, HOME RECIPE","Vegetable beef soup with rice, home recipe",
"75654010.0","VEGETARIAN VEGETABLE SOUP, PREPARED W/ WATER","Vegetarian vegetable soup, prepared with water",
"75656010.0","VEGETABLE SOUP, SPANISH, STEW TYPE","Vegetable soup, Spanish style, stew type",
"75656020.0","VEGETABLE SOUP, CHUNKY STYLE","Vegetable soup, chunky style",
"75656040.0","VEGETABLE SOUP W/ PASTA, CHUNKY STYLE","Vegetable soup, with pasta, chunky style",
"75656060.0","VEG BEEF SOUP, CHUNKY STYLE (INCL VEG W/ MEAT SOUPS","Vegetable beef soup, chunky style",
"75657000.0","VEGETABLE BROTH, BOUILLON (INCL POT LIQUOR)","Vegetable broth, bouillon",
"76102010.0","SPINACH, CREAMED, BABY, STRAINED","Spinach, creamed, baby food, strained",
"76102030.0","BROCCOLI, CARROTS & CHEESE, BABY, JUNIOR","Broccoli, carrots and cheese, baby food, junior",
"76201000.0","CARROTS, BABY, NS AS TO STRAINED OR JUNIOR","Carrots, baby food, NS as to strained or junior",
"76201010.0","CARROTS, BABY, STRAINED","Carrots, baby food, strained",
"76201020.0","CARROTS, BABY, JUNIOR","Carrots, baby food, junior",
"76201030.0","CARROTS, BABY FOOD, TODDLER","Carrots, baby food, toddler",
"76202000.0","CARROTS & PEAS, BABY, STRAINED","Carrots and peas, baby food, strained",
"76205000.0","SQUASH, BABY, NS AS TO STRAINED OR JUNIOR","Squash, baby food, NS as to strained or junior",
"76205010.0","SQUASH, BABY, STRAINED","Squash, baby food, strained",
"76205020.0","SQUASH, BABY, JUNIOR","Squash, baby food, junior",
"76205030.0","SQUASH & CORN, BABY, STRAINED","Squash and corn, baby food, strained",
"76205060.0","CORN AND SWEET POTATOES, BABY FOOD, STRAINED","Corn and sweet potatoes, baby food, strained",
"76209000.0","SWEET POTATOES, BABY, NS AS TO STRAINED OR JUNIOR","Sweet potatoes, baby food, NS as to strained or junior",
"76209010.0","SWEET POTATOES, BABY, STRAINED","Sweet potatoes, baby food, strained",
"76209020.0","SWEET POTATOES, BABY, JUNIOR","Sweet potatoes, baby food, junior",
"76401000.0","BEANS, GREEN STRING, BABY, NS AS TO STR OR JR","Beans, green string, baby food, NS as to strained or junior",
"76401010.0","BEANS, GREEN STRING, BABY, STRAINED","Beans, green string, baby food, strained",
"76401020.0","BEANS, GREEN STRING, BABY, JUNIOR","Beans, green string, baby food, junior",
"76401060.0","BEANS, GREEN STRING, BABY, TODDLER","Beans, green string, baby food, toddler",
"76402000.0","GREEN BEANS & POTATOES, BABY, STRAINED","Green beans and potatoes, baby food, strained",
"76403010.0","BEETS, BABY, STRAINED","Beets, baby food, strained",
"76405000.0","CORN, CREAMED, BABY, NS AS TO STRAINED OR JUNIOR","Corn, creamed, baby food, NS as to strained or junior",
"76405010.0","CORN, CREAMED, BABY, STRAINED","Corn, creamed, baby food, strained",
"76405020.0","CORN, CREAMED, BABY, JUNIOR","Corn, creamed, baby food, junior",
"76407000.0","MIXED VEG, GARDEN VEG, BABY, NS AS TO STR OR JR","Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",
"76407010.0","MIXED VEGETABLES, GARDEN VEGETABLES, BABY, STRAINED","Mixed vegetables, garden vegetables, baby food, strained",
"76407020.0","MIXED VEGETABLES, GARDEN VEGETABLES, BABY, JUNIOR","Mixed vegetables, garden vegetables, baby food, junior",
"76409000.0","PEAS, BABY, NS AS TO STRAINED OR JUNIOR","Peas, baby food, NS as to strained or junior",
"76409010.0","PEAS, BABY, STRAINED","Peas, baby food, strained",
"76409020.0","PEAS, BABY, JUNIOR","Peas, baby food, junior",
"76409030.0","PEAS, BABY, TODDLER","Peas, baby food, toddler",
"76420000.0","POTATOES, BABY, TODDLER","Potatoes, baby food, toddler",
"76501000.0","VEGETABLES & RICE, BABY, STRAINED","Vegetables and rice, baby food, strained",
"76502000.0","PEAS & BROWN RICE, BABY","Peas and brown rice, baby food",
"76602000.0","CARROTS & BEEF, BABY, STRAINED","Carrots and beef, baby food, strained",
"76603000.0","VEGETABLE & BEEF, BABY, NS AS TO STRAINED OR JUNIOR","Vegetable and beef, baby food, NS as to strained or junior",
"76603010.0","VEGETABLE & BEEF, BABY, STRAINED","Vegetable and beef, baby food, strained",
"76603020.0","VEGETABLE & BEEF, BABY, JUNIOR","Vegetable and beef, baby food, junior",
"76604000.0","BROCCOLI & CHICKEN, BABY, STRAINED","Broccoli and chicken, baby food, strained",
"76604500.0","SWEET POTATOES & CHICKEN, BABY, STRAINED","Sweet potatoes and chicken, baby food, strained",
"76605000.0","VEGETABLE & CHICKEN, BABY, NS AS TO STR OR JR","Vegetable and chicken, baby food, NS as to strained or junior",
"76605010.0","VEGETABLE & CHICKEN, BABY, STRAINED","Vegetable and chicken, baby food, strained",
"76605020.0","VEGETABLE & CHICKEN, BABY, JUNIOR","Vegetable and chicken, baby food, junior",
"76607100.0","POTATOES WITH CHEESE AND BROCCOLI, BABY FOOD, TODDLER","Potatoes with cheese and broccoli, baby food, toddler",
"76611000.0","VEGETABLE & TURKEY, BABY, NS AS TO STR OR JR","Vegetable and turkey, baby food, NS as to strained or junior",
"76611010.0","VEGETABLE & TURKEY, BABY, STRAINED","Vegetable and turkey, baby food, strained",
"76611020.0","VEGETABLE & TURKEY, BABY, JUNIOR","Vegetable and turkey, baby food, junior",
"77121010.0","FRIED STUFFED POTATOES, P.R. (RELLENOS DE PAPAS)","Fried stuffed potatoes, Puerto Rican style (Rellenos de papas)",
"77121110.0","POTATO&HAM FRITTERS,P.R.(FRITURAS DE PAPA Y JAMON)","Potato and ham fritters, Puerto Rican style (Frituras de papa y jamon)",
"77141010.0","POTATO CHICKEN PIE, P.R. (PASTELON DE POLLO)","Potato chicken pie, Puerto Rican style (Pastelon de pollo)",
"77201210.0","GREEN PLANTAIN W/ CRACKLINGS, P.R. (MOFONGO)","Green plantain with cracklings, Puerto Rican style (Mofongo)",
"77205110.0","RIPE PLANTAIN FRITTERS, P.R. (PIONONO)","Ripe plantain fritters, Puerto Rican style (Pionono)",
"77205610.0","RIPE PLANTAIN MEAT PIE, P.R. (PINON)","Ripe plantain meat pie, Puerto Rican style (Pinon)",
"77230210.0","CASSAVA PASTELES, P.R. (PASTELES DE YUCA)","Cassava Pasteles, Puerto Rican style (Pasteles de yuca)",
"77230510.0","CASSAVA FRITTER STUFFED W/ CRAB, P.R. (EMPANADA DE YUCA)","Cassava fritter stuffed with crab meat, Puerto Rican style (Empanada de yuca y jueyes)",
"77250110.0","STUFFED TANNIER FRITTERS, P.R. (ALCAPURRIAS)","Stuffed tannier fritters, Puerto Rican style (Alcapurrias)",
"77250710.0","TANNIER FRITTERS, P.R. (FRITURAS DE YAUTIA)","Tannier fritters, Puerto Rican style (Frituras de yautia)",
"77272010.0","PUERTO RICAN PASTELES (PASTELES DE MASA)","Puerto Rican pasteles (Pasteles de masa)",
"77316010.0","STUFFED CABBAGE, W/ MEAT, P.R.(REPOLLO RELLENO CON CARNE)","Stuffed cabbage, with meat, Puerto Rican style (Repollo relleno con carne)",
"77316510.0","STUFFED CABBAGE, W MEAT& RICE, SYRIAN DISH, P.R. STYLE","Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style (Repollo relleno con carne y con arroz; Arabe Mihsy Melful)",
"77316600.0","EGGPLANT AND MEAT CASSEROLE","Eggplant and meat casserole",
"77513010.0","SPANISH STEW, P.R. (COCIDO ESPANOL)","Spanish stew, Puerto Rican style (Cocido Espanol)",
"77563010.0","PUERTO RICAN STEW (SALCOCHO / SANCOCHO)","Puerto Rican stew (Salcocho / Sancocho)",
"78101000.0","VEGETABLE AND FRUIT JUICE, 100% JUICE, WITH HIGH VITAMIN C","Vegetable and fruit juice, 100% juice, with high vitamin C",
"78101100.0","FRUIT AND VEGETABLE SMOOTHIE","Fruit and vegetable smoothie",
"78101110.0","FRUIT AND VEGETABLE SMOOTHIE, ADDED PROTEIN","Fruit and vegetable smoothie, added protein",
"78101120.0","FRUIT AND VEGETABLE SMOOTHIE, BOTTLED","Fruit and vegetable smoothie, bottled",
"81100000.0","TABLE FAT, NFS","Table fat, NFS",
"81100500.0","BUTTER, NFS","Butter, NFS",
"81101000.0","BUTTER, STICK, SALTED","Butter, stick, salted",
"81101010.0","BUTTER, WHIPPED, TUB, SALTED","Butter, whipped, tub, salted",
"81101020.0","BUTTER, WHIPPED, STICK, SALTED","Butter, whipped, stick, salted",
"81101100.0","BUTTER, STICK, UNSALTED","Butter, stick, unsalted",
"81101110.0","BUTTER, WHIPPED, TUB, UNSALTED","Butter, whipped, tub, unsalted",
"81101120.0","BUTTER, WHIPPED, STICK, UNSALTED","Butter, whipped, stick, unsalted",
"81101500.0","LIGHT BUTTER, STICK, SALTED","Light butter, stick, salted",
"81101510.0","LIGHT BUTTER, STICK, UNSALTED","Light butter, stick, unsalted",
"81101520.0","LIGHT BUTTER, WHIPPED, TUB, SALTED","Light butter, whipped, tub, salted",
"81102000.0","MARGARINE, NFS","Margarine, NFS",
"81102010.0","MARGARINE, STICK, SALTED","Margarine, stick, salted",
"81102020.0","MARGARINE, TUB, SALTED","Margarine, tub, salted",
"81103020.0","MARGARINE, WHIPPED, TUB, SALTED","Margarine, whipped, tub, salted",
"81103030.0","MARGARINE, STICK, UNSALTED","Margarine, stick, unsalted",
"81103040.0","MARGARINE-LIKE SPREAD, STICK, SALTED","Margarine-like spread, stick, salted",
"81103041.0","MARGARINE-LIKE SPREAD, MADE W/ YOGURT, STICK, SALTED","Margarine-like spread, made with yogurt, stick, salted",
"81103060.0","MARGARINE, TUB, UNSALTED","Margarine, tub, unsalted",
"81103070.0","MARGARINE, WHIPPED, TUB, UNSALTED","Margarine, whipped, tub, unsalted",
"81103080.0","MARGARINE-LIKE SPREAD, TUB, SALTED","Margarine-like spread, tub, salted",
"81103090.0","MARGARINE-LIKE SPREAD, LIQUID, SALTED","Margarine-like spread, liquid, salted",
"81103100.0","MARGARINE-LIKE SPREAD, STICK, UNSALTED","Margarine-like spread, stick, unsalted",
"81103120.0","MARGARINE-LIKE SPREAD, TUB, UNSALTED","Margarine-like spread, tub, unsalted",
"81103130.0","MARGARINE-LIKE SPREAD, WHIPPED, TUB, SALTED","Margarine-like spread, whipped, tub, salted",
"81103140.0","MARGARINE-LIKE SPREAD, TUB, SWEETENED","Margarine-like spread, tub, sweetened",
"81104010.0","MARGARINE-LIKE SPREAD, RED CAL, 40% FAT, TUB, SALTED","Margarine-like spread, reduced calorie, about 40% fat, tub, salted",
"81104011.0","MARGARINE-LIKE SPREAD,RED CAL,40% FAT,MADE W/ YOGURT,TUB","Margarine-like spread, reduced calorie, about 40% fat, made with yogurt, tub, salted",
"81104020.0","MARGARINE-LIKE SPREAD, RED CAL, 40% FAT, STICK, SALTED","Margarine-like spread, reduced calorie, about 40% fat, stick, salted",
"81104050.0","MARGARINE-LIKE SPREAD, RED CAL, 20% FAT, TUB, SALTED","Margarine-like spread, reduced calorie, about 20% fat, tub, salted",
"81104100.0","MARGARINE-LIKE SPREAD, FAT FREE, TUB, SALTED","Margarine-like spread, fat free, tub, salted",
"81104110.0","MARGARINE-LIKE SPREAD, FAT FREE, LIQUID, SALTED","Margarine-like spread, fat free, liquid, salted",
"81104500.0","VEGETABLE OIL-BUTTER SPREAD, STICK, SALTED","Vegetable oil-butter spread, stick, salted",
"81104510.0","VEGETABLE OIL-BUTTER SPREAD, TUB, SALTED","Vegetable oil-butter spread, tub, salted",
"81104550.0","VEGETABLE OIL-BUTTER SPREAD, RED CAL, STICK, SALTED","Vegetable oil-butter spread, reduced calorie, stick, salted",
"81104560.0","VEGETABLE OIL-BUTTER SPREAD, RED CAL, TUB, SALTED","Vegetable oil-butter spread, reduced calorie, tub, salted",
"81105010.0","BUTTER-MARGARINE BLEND, STICK, SALTED","Butter-margarine blend, stick, salted",
"81105020.0","BUTTER-MARGARINE BLEND, TUB, SALTED","Butter-margarine blend, tub, salted",
"81105500.0","BUTTER-VEG OIL BLEND","Butter-vegetable oil blend",
"81106010.0","BUTTER REPLACEMENT, FAT-FREE POWDER, NOT RECONST","Butter replacement, fat-free powder",
"81201000.0","ANIMAL FAT OR DRIPPINGS","Animal fat or drippings",
"81202000.0","LARD","Lard",
"81203000.0","SHORTENING, NS AS TO VEGETABLE OR ANIMAL","Shortening, NS as to vegetable or animal",
"81203100.0","SHORTENING, VEGETABLE","Shortening, vegetable",
"81203200.0","SHORTENING, ANIMAL","Shortening, animal",
"81204000.0","GHEE, CLARIFIED BUTTER","Ghee, clarified butter",
"81301000.0","GARLIC SAUCE","Garlic sauce",
"81301020.0","LEMON-BUTTER SAUCE","Lemon-butter sauce",
"81302010.0","HOLLANDAISE SAUCE","Hollandaise sauce",
"81302040.0","SANDWICH SPREAD","Sandwich spread",
"81302050.0","TARTAR SAUCE","Tartar sauce",
"81302060.0","HORSERADISH SAUCE","Horseradish sauce",
"81302070.0","PESTO SAUCE","Pesto sauce",
"81312000.0","TARTAR SAUCE, REDUCED FAT/CALORIE","Tartar sauce, reduced fat/calorie",
"81322000.0","HONEY BUTTER","Honey butter",
"82101000.0","VEGETABLE OIL, NFS (INCLUDE OIL, NFS)","Vegetable oil, NFS",
"82101300.0","ALMOND OIL","Almond oil",
"82101500.0","COCONUT OIL","Coconut oil",
"82102000.0","CORN OIL","Corn oil",
"82102500.0","CORN & CANOLA OIL","Corn and canola oil",
"82103000.0","COTTONSEED OIL","Cottonseed oil",
"82103500.0","FLAXSEED OIL","Flaxseed oil",
"82104000.0","OLIVE OIL","Olive oil",
"82105000.0","PEANUT OIL","Peanut oil",
"82105500.0","RAPESEED OIL (INCL CANOLA OIL, PURITAN)","Rapeseed oil",
"82105750.0","CANOLA & SOYBEAN OIL","Canola and soybean oil",
"82105800.0","CANOLA, SOYBEAN & SUNFLOWER OIL","Canola, soybean and sunflower oil",
"82106000.0","SAFFLOWER OIL","Safflower oil",
"82107000.0","SESAME OIL","Sesame oil",
"82108000.0","SOYBEAN OIL","Soybean oil",
"82108250.0","SOYBEAN & SUNFLOWER OIL","Soybean and sunflower oil",
"82108500.0","SUNFLOWER OIL","Sunflower oil",
"82108700.0","WALNUT OIL","Walnut oil",
"82109000.0","WHEAT GERM OIL","Wheat germ oil",
"83100100.0","SALAD DRESSING, NFS, FOR SALADS","Salad dressing, NFS, for salads",
"83100200.0","SALAD DRESSING, NFS, FOR SANDWICHES","Salad dressing, NFS, for sandwiches",
"83101000.0","BLUE OR ROQUEFORT CHEESE DRESSING","Blue or roquefort cheese dressing",
"83101600.0","BACON & TOMATO DRESSING","Bacon and tomato dressing",
"83102000.0","CAESAR DRESSING","Caesar dressing",
"83103000.0","COLESLAW DRESSSING","Coleslaw dressing",
"83104000.0","FRENCH OR CATALINA DRESSING","French or Catalina dressing",
"83105500.0","HONEY MUSTARD DRESSING","Honey mustard dressing",
"83106000.0","ITALIAN DRESSING, W/ VINEGAR & OIL","Italian dressing, made with vinegar and oil",
"83107000.0","MAYONNAISE, REGULAR","Mayonnaise, regular",
"83108000.0","MAYONNAISE, IMITATION","Mayonnaise, imitation",
"83109000.0","RUSSIAN DRESSING","Russian dressing",
"83110000.0","MAYONNAISE-TYPE SALAD DRESSING","Mayonnaise-type salad dressing",
"83112000.0","AVOCADO DRESSING","Avocado dressing",
"83112500.0","CREAMY DRESSING","Creamy dressing",
"83112950.0","POPPY SEED DRESSING","Poppy seed dressing",
"83112990.0","SESAME DRESSING","Sesame dressing",
"83114000.0","THOUSAND ISLAND DRESSING","Thousand Island dressing",
"83115000.0","YOGURT DRESSING","Yogurt dressing",
"83200100.0","SALAD DRESSING, LIGHT, NFS","Salad dressing, light, NFS",
"83201000.0","BLUE OR ROQUEFORT CHEESE DRESSING, LIGHT","Blue or roquefort cheese dressing, light",
"83201400.0","COLESLAW DRESSING, LIGHT","Coleslaw dressing, light",
"83202020.0","FRENCH OR CATALINA DRESSING, LIGHT","French or Catalina dressing, light",
"83203000.0","CAESAR DRESSING, LIGHT","Caesar dressing, light",
"83204000.0","MAYONNAISE, LIGHT","Mayonnaise, light",
"83204030.0","MAYONNAISE, REGULAR,  WITH OLIVE OIL","Mayonnaise, reduced fat,  with olive oil",
"83204050.0","MAYONNAISE-TYPE SALAD DRESSING, LIGHT","Mayonnaise-type salad dressing, light",
"83204500.0","HONEY MUSTARD DRESSING, LIGHT","Honey mustard dressing, light",
"83205450.0","ITALIAN DRESSING, LIGHT","Italian dressing, light",
"83206000.0","RUSSIAN DRESSING, LIGHT","Russian dressing, light",
"83206500.0","SESAME DRESSING, LIGHT","Sesame dressing, light",
"83207000.0","THOUSAND ISLAND DRESSING, LIGHT","Thousand Island dressing, light",
"83208500.0","KOREAN DRESSING OR MARINADE","Korean dressing or marinade",
"83210100.0","CREAMY DRESSING, LIGHT","Creamy dressing, light",
"83300100.0","BLUE OR ROQUEFORT CHEESE DRESSING, FAT FREE","Blue or roquefort cheese dressing, fat free",
"83300200.0","CAESAR DRESSING, FAT FREE","Caesar dressing, fat free",
"83300300.0","CREAMY DRESSING, FAT FREE","Creamy dressing, fat free",
"83300400.0","FRENCH OR CATALINA DRESSING, FAT FREE","French or Catalina dressing, fat free",
"83300500.0","HONEY MUSTARD DRESSING, FAT FREE","Honey mustard dressing, fat free",
"83300600.0","ITALIAN DRESSING, FAT FREE","Italian dressing, fat free",
"83300700.0","MAYONNAISE, FAT FREE","Mayonnaise, fat free",
"83300800.0","RUSSIAN DRESSING, FAT FREE","Russian dressing, fat free",
"83300900.0","SALAD DRESSING, FAT FREE, NFS","Salad dressing, fat free, NFS",
"83301000.0","THOUSAND ISLAND DRESSING, FAT FREE","Thousand Island dressing, fat free",
"91101000.0","SUGAR, NFS","Sugar, NFS",
"91101010.0","SUGAR, WHITE, GRANULATED OR LUMP","Sugar, white, granulated or lump",
"91101020.0","SUGAR, WHITE, CONFECTIONER'S, POWDERED","Sugar, white, confectioner's, powdered",
"91102010.0","SUGAR, BROWN","Sugar, brown",
"91103010.0","SUGAR, MAPLE","Sugar, maple",
"91104100.0","SUGAR, CINNAMON","Sugar, cinnamon",
"91104200.0","SUGAR, RAW","Sugar, raw",
"91105010.0","FRUCTOSE SWEETENER, SUGAR SUBSTITUTE, DRY POWDER","Fructose sweetener, sugar substitute, dry powder",
"91106000.0","SUGAR SUBSTITUTE, SUGAR-ASPARTAME BLEND, DRY PWD","Sugar substitute, sugar-aspartame blend, dry powder",
"91107000.0","SUCRALOSE-BASED SWEETENER, SUGAR SUBSTITUTE","Sucralose-based sweetener, sugar substitute",
"91108000.0","SUGAR SUB, HERBAL EXTRACT SWEETENER, POWDER","Sugar substitute, herbal extract sweetener, powder",
"91108010.0","SUGAR SUB, HERBAL EXTRACT SWEETENER, LIQUID","Sugar substitute, herbal extract sweetener, liquid",
"91109000.0","BLUE AGAVE LIQUID SWEETENER, SUGAR SUBSTITUTE","Blue Agave liquid sweetener, sugar substitute",
"91200000.0","SUGAR SUBSTITUTE, LOW CALORIE, POWDERED, NFS","Sugar substitute, low-calorie, powdered, NFS",
"91200020.0","SUGAR SUBSTITUTE, SACCHARIN-BASED, DRY POWDER","Sugar substitute, saccharin-based, dry powder",
"91200030.0","BROWN SUGAR SUBSTITUTE, SACCHARIN-BASED, DRY POWDER","Brown sugar substitute, saccharin-based, dry powder",
"91200040.0","SUGAR SUBSTITUTE, SACCHARIN-BASED, DRY POWDER AND TABLETS","Sugar substitute, saccharin-based, dry powder and tablets",
"91200110.0","SUGAR SUBSTITUTE, SACCHARIN-BASED, LIQUID","Sugar substitute, saccharin-based, liquid",
"91201010.0","SUGAR SUBSTITUTE, ASPARTAME-BASED, DRY POWDER","Sugar substitute, aspartame-based, dry powder",
"91300010.0","SYRUP, NFS","Syrup, NFS",
"91300100.0","PANCAKE SYRUP, NFS","Pancake syrup, NFS",
"91301020.0","CANE & CORN PANCAKE SYRUP","Cane and corn pancake syrup",
"91301030.0","CORN SYRUP, LIGHT OR DARK","Corn syrup, light or dark",
"91301040.0","BUTTERED BLENDS SYRUP (INCL MRS BUTTERWORTH)","Buttered blends syrup",
"91301050.0","FRUIT SYRUP","Fruit syrup",
"91301060.0","MAPLE SYRUP(100% MAPLE)(INCLUDE MAPLE CREAM)","Maple syrup (100% maple)",
"91301080.0","CHOCOLATE SYRUP, THIN TYPE","Chocolate syrup, thin type",
"91301081.0","CHOCOLATE SYRUP, THIN TYPE, LIGHT","Chocolate syrup, thin type, light",
"91301082.0","CHOCOLATE SYRUP, THIN TYPE, SUGAR FREE","Chocolate syrup, thin type, sugar free",
"91301090.0","SORGHUM SYRUP","Sorghum syrup",
"91301100.0","SUGAR (WHITE) & WATER SYRUP (INCLUDE SIMPLE SYRUP)","Sugar (white) and water syrup",
"91301120.0","SUGAR, CARMELIZED","Sugar, carmelized",
"91301130.0","FRUIT FLAVORED SYRUP USED FOR MILK BEVERAGES","Fruit flavored syrup used for milk beverages",
"91301200.0","SUGAR (BROWN) &  WATER SYRUP","Sugar (brown) and water syrup",
"91301250.0","MAPLE & CORN  &/OR  CANE PANCAKE SYRUP BLENDS","Maple and corn and/or cane pancake syrup blends (formerly Corn and maple syrup (2% maple))",
"91301510.0","SYRUP, PANCAKE, REDUCED CALORIE","Syrup, pancake, reduced calorie",
"91302010.0","HONEY (INCLUDE PEAR HONEY, RAW HONEY)","Honey",
"91303000.0","MOLASSES","Molasses",
"91303500.0","SUGAR, BROWN, LIQUID","Sugar, brown, liquid",
"91304010.0","TOPPING, BUTTERSCOTCH OR CARAMEL","Topping, butterscotch or caramel",
"91304020.0","TOPPING, CHOCOLATE, THICK, FUDGE TYPE","Topping, chocolate, thick, fudge type",
"91304030.0","TOPPING, FRUIT","Topping, fruit",
"91304040.0","TOPPING, MARSHMALLOW","Topping, marshmallow",
"91304050.0","HARD SAUCE","Hard sauce",
"91304060.0","TOPPING, NUT (WET)","Topping, nut (wet)",
"91304070.0","TOPPING, PEANUT BUTTER, THICK FUDGE TYPE","Topping, peanut butter, thick, fudge type",
"91304080.0","TOPPING, FRUIT, UNSWEETENED","Topping, fruit, unsweetened",
"91304090.0","TOPPING, CHOC FLAVOR HAZELNUT SPREAD (INCL NUTELLA)","Topping, chocolate flavored hazelnut spread",
"91304250.0","TOPPING, MILK CHOCOLATE W/ CEREAL","Topping, milk chocolate with cereal",
"91304300.0","TOPPING, CHOCOLATE, HARD COATING","Topping, chocolate, hard coating",
"91305010.0","ICING, CHOCOLATE","Icing, chocolate",
"91305020.0","ICING, WHITE","Icing, white",
"91351010.0","SYRUP, DIETETIC","Syrup, dietetic",
"91351020.0","TOPPING, DIETETIC","Topping, dietetic",
"91361010.0","SWEET & SOUR SAUCE (INCLUDE VIETNAMESE SAUCE)","Sweet and sour sauce",
